job_title,skill
Analytics Engineer,AI
Analytics Engineer,Git
Analytics Engineer,Git
Analytics Engineer,AI
Analytics Engineer,Git
Analytics Engineer,Data Analytics
Analytics Engineer,AI
Analytics Engineer,AI
Analytics Engineer,Machine Learning
Analytics Engineer,AI
Analytics Engineer,AI
Analytics Engineer,AI
Analytics Engineer,AI
Data Analytics Engineer,Data Analytics
Data & Analytics Engineer,Git
Data & Analytics Engineer,AI
Lead Analytics Engineer,Excel
Senior Analytics Engineer,AI
Staff Analytics Engineer,AI
Senior Analytics Engineer,AI
Senior Analytics Engineer,AI
Analytics Engineer - OpenData EMEA,AI
Data Ops / Analytics Engineer,Git
Senior Data Analytics Engineer,AI
Senior Data Analytics Engineer,Data Analytics
Senior Geospatial Analytics Engineer,AI
HQ - Senior Analytics Engineer,AI
HQ - Senior Analytics Engineer,Data Analysis
Adobe Customer Journey Analytics Engineer,Git
Analytics Engineer (Data Engineering & BI),AI
Windows Automation and Analytics Engineer,AI
Analytics Engineer I - AI & Data Enablement,AI
Analytics Engineer (Azure / Power BI / Databricks),Excel
Junior Data Ops / Analytics Engineer [Málaga],Python
Junior Data Ops / Analytics Engineer [Málaga],SQL
Junior Data Ops / Analytics Engineer [Málaga],ETL
Data Engineer / Analytics Engineer (Azure & Microsoft Fabric),SQL
Data Engineer / Analytics Engineer (Azure & Microsoft Fabric),Azure
Data Engineer / Analytics Engineer (Azure & Microsoft Fabric),ETL
Data Engineer / Analytics Engineer (Palma de Mallorca),Git
TIS_Data Analytics & AI Engineer,Machine Learning
TIS_Data Analytics & AI Engineer,AI
TIS_Data Analytics & AI Engineer,Data Analytics
Senior Data Engineer (Analytics),AI
Analytics Data Engineer (Azure/Power BI/Databricks),Excel
Data & Analytics Academy – Future Data Analytics Consultant / Engineer Madrid,Tableau
Data & Analytics Academy – Future Data Analytics Consultant / Engineer Madrid,Snowflake
Data & Analytics Academy – Future Data Analytics Consultant / Engineer Madrid,Data Analytics
Fleet Performance Engineer- Tools & Analytics,AI
Data Architect / Data Architecture Lead,Power BI
Senior Data Engineer - Real time analytics,AI
Azure Data Engineer: Cloud Pipelines & Analytics,AI
"Data Engineer (Databricks / Python / Power BI), hibrido",Python
"Data Engineer (Databricks / Python / Power BI), hibrido",Power BI
"Data Engineer (Databricks / Python / Power BI), hibrido",Databricks
Sales Operations Specialist-Malaga,AI
Product Owner Security Insights (Cibersecurity Expert),AI
Senior QA Engineering Manager,Git
Data Engineer,AI
Data Engineer,AI
QA M3,Git
Freelance Kotlin Developer - Spain,AWS
Freelance Kotlin Developer - Spain,AI
QA P2,Git
Data Engineer,AI
QA Automation Engineer M/F,Git
Senior Machine Learning Engineer,Machine Learning
Senior Solution Architect & Developer – NoSQL/AI Specialist,SQL
Senior Solution Architect & Developer – NoSQL/AI Specialist,AI
Senior Solution Architect & Developer – NoSQL/AI Specialist,SQL
Senior Solution Architect & Developer – NoSQL/AI Specialist,AI
Senior Solution Architect & Developer – NoSQL/AI Specialist,SQL
Senior Solution Architect & Developer – NoSQL/AI Specialist,AI
TDDT Data Engineer,AI
Data Engineer,AI
Technical Data Product Engineer- JUNIOR,AI
Technical Data Product Engineer- JUNIOR,Git
Data Engineer Consultant,Excel
Data Engineer Consultant,Git
Senior AI Engineer - GenAI,AI
Senior Data Engineer,AI
Dataiku Data Engineer / Data Integration Engineer,AI
Dataiku Data Engineer / Data Integration Engineer,AI
Azure Data Engineer,Azure
Azure Data Engineer,AI
Lead Data Engineer – Databricks,Databricks
Data Engineer,SQL
Data Engineer,ETL
Data Engineer,AI
Data Engineer,AI
Data Engineer,AI
Data Engineer,AI
Data Engineer,ETL
Data Engineer,AI
Data Engineer,Git
Data Engineer,AI
Data Engineer,Git
Data Engineer,ETL
Data Engineer,Azure
Data Engineer,AI
Data Engineer,AI
Data Engineer,ETL
Data Engineer,Git
Data Engineer,AI
Data Engineer,Git
Data Engineer,AI
Data Engineer,AI
Data Engineer,AI
Data Engineer,Git
Data Engineer,AI
Data Engineer,ETL
Data Engineer,AI
Data Engineer,AI
Data Engineer,AI
Data Engineer,ETL
Data Engineer,Google Cloud
Data Engineer,AI
Data Engineer,AI
Data Engineer,AI
Data Engineer,AI
Data Engineer,AI
Data Engineer,Git
Data Engineer,AI
Data Engineer,Git
Data Engineer,AI
Data Engineer,AI
Data Engineer,Google Cloud
Data Engineer,AI
Data Engineer,Python
Data Engineer,Tableau
Data Engineer,AI
Data Engineer,ETL
Data Engineer,Airflow
Data Engineer,BigQuery
Data Engineer,ETL
Data Engineer / Data Platform Engineer (AWS),AWS
DATA ENGINEER (HÍBRIDO),Python
DATA ENGINEER (HÍBRIDO),AWS
DATA ENGINEER (HÍBRIDO),Spark
DATA ENGINEER (HÍBRIDO),Git
Senior Data Engineer,AI
BI Data Engineer,Excel
BI Data Engineer,AI
Senior Data Engineer,AI
Senior Data Engineer,AI
Data Engineer (Big Data),Git
Senior Data Engineer,Excel
Senior Data Engineer,Spark
Data Engineer (Barcelona),Python
Data Engineer (Barcelona),SQL
Data Engineer (Barcelona),Snowflake
Data Engineer (Barcelona),AI
Data Engineer (Barcelona),Airflow
Azure Data Engineer,SQL
Azure Data Engineer,Azure
Azure Data Engineer,Azure
Senior Data Engineer,Machine Learning
Senior Data Engineer,AI
Data Engineer Expert,Excel
Data Engineer Expert,Git
Data Engineer - GCP,Python
Data Engineer - GCP,SQL
Data Engineer - GCP,Google Cloud
Data Engineer - GCP,BigQuery
Senior Data Engineer,AI
Data Engineer SSIS,AI
Data Engineer SSIS,ETL
Data Engineer DataStage,AI
Data Engineer DataStage,ETL
Senior Data Engineer,AI
Data Engineer Datastage,AI
Data Engineer Datastage,ETL
Measurement & Data Engineer,AI
Measurement & Data Engineer,Data Analytics
Senior Data Engineer,AI
Senior Data Engineer,Git
Senior Data Engineer,Data Analytics
Data Engineer (hybrid),Python
Data Engineer (hybrid),AWS
Senior Data Engineer,AI
Data Engineer PowerCenter,AI
Data Engineer SSIS,AI
Data Engineer SSIS,ETL
GCP Data Engineer,Google Cloud
GCP Data Engineer,Machine Learning
GCP Data Engineer,AI
BI Data Engineer,Google Cloud
Senior Data Engineer,Azure
Senior Data Engineer,Databricks
Senior Data Engineer,AI
Senior Data Engineer,Git
Senior Data Engineer,AI
Data Engineer (Francés),Git
Senior Data Engineer,AI
MLOps & Data Engineer,Machine Learning
MLOps & Data Engineer,Git
Data Engineer ID52278,AI
Data Engineer ID52278,AI
Data Engineer ID52278,AI
IND_Data Engineer,AI
IND_Data Engineer,Git
Specialist Data Engineer,Google Cloud
Senior Data Engineer,AI
AI & Data Engineer,AI
AI & Data Engineer,Git
Senior Data Engineer,AI
Data Engineer (Python),AI
Data Engineer (Python),AI
BI Data Engineer,Google Cloud
Senior Data Engineer,Git
Senior Data Engineer,AI
Data Engineer Azure,Git
Senior Data Engineer,AI
Senior Data Engineer,Excel
Senior Data Engineer,Git
Senior Data Engineer,AI
Senior Data Engineer,Power BI
Senior Data Engineer,Azure
Product Data Engineer,AI
Senior Data Engineer,AI
Data Engineer - Barcelona,AI
Prácticas Data Engineer,AI
Lead Data Engineer,Azure
Lead Data Engineer,Databricks
Lead Data Engineer,AI
Lead Data Engineer,ETL
Senior Data Engineer,Git
Senior Data Engineer,Git
Data Engineer (Azure),AI
Data Engineer (Azure),ETL
Big Data Engineer,Excel
Junior Data Engineer,ETL
Staff Data Engineer,Snowflake
Staff Data Engineer,AI
Senior Data Engineer,Git
Data Engineer (Snowflake),AI
Data Engineer (Snowflake),Git
Data Engineer Spark,Git
Senior Data Engineer,Kafka
Senior Data Engineer,AI
Data Engineer/ Data Consultant - ES,Excel
Data Engineer/ Data Consultant - ES,AI
Senior Data Engineer (Data Scraping),Python
Senior Data Engineer (Data Scraping),AWS
Senior Data Engineer (Data Scraping),Python
Senior Data Engineer (Data Scraping),AWS
Senior Data Engineer - Data Pipelines,AWS
Senior Data Engineer - Data Pipelines,AI
Data Engineer (Azure Databricks),SQL
Data Engineer (Azure Databricks),Azure
Data Engineer (Azure Databricks),Databricks
Data Engineer (Azure Databricks),Spark
Data Engineer (Azure Databricks),SQL
Data Engineer (Azure Databricks),Azure
Data Engineer (Azure Databricks),Databricks
Data Engineer (Azure Databricks),Spark
Data Engineer (Azure Databricks),SQL
Data Engineer (Azure Databricks),Azure
Data Engineer (Azure Databricks),Databricks
Data Engineer (Azure Databricks),Spark
Data Engineer (Azure Databricks),SQL
Data Engineer (Azure Databricks),Azure
Data Engineer (Azure Databricks),Databricks
Data Engineer (Azure Databricks),Spark
Data Engineer (Azure Databricks),SQL
Data Engineer (Azure Databricks),Azure
Data Engineer (Azure Databricks),Databricks
Data Engineer (Azure Databricks),Spark
Data Engineer (Azure Databricks),SQL
Data Engineer (Azure Databricks),Azure
Data Engineer (Azure Databricks),Databricks
Data Engineer (Azure Databricks),Spark
"Data Engineer (Madrid, Spain)",AI
"Data Engineer (Madrid, Spain)",Data Analytics
Data Engineer MS Fabric,Python
Data Engineer MS Fabric,SQL
Data Engineer MS Fabric,Azure
Data Engineer MS Fabric,Spark
Senior Azure Data Engineer,Azure
DATA Engineer with Snowflake,SQL
DATA Engineer with Snowflake,Snowflake
Senior Data Engineer (Azure),Machine Learning
Senior Data Engineer (Azure),AI
Data Engineer (h/m),Azure
Data Engineer Revenue Operations,AI
Data Engineer Azure / Fabric,Azure
Data Engineer Azure / Fabric,AI
Senior Platform / Data Engineer,Excel
Senior Platform / Data Engineer,AWS
Senior Platform / Data Engineer,Snowflake
Senior Data Engineer (Teletrabajo),ETL
Senior Data Engineer (Teletrabajo),Git
Data Engineer - Maternity Cover,AI
Data Engineer - Maternity Cover,ETL
Data Engineer (Madrid - Hybrid),AI
Data Engineer (Madrid - Hybrid),AI
Senior Databricks Data Engineer,Azure
Senior Databricks Data Engineer,Databricks
Senior Databricks Data Engineer,AI
Senior Graph Data Engineer,AI
Tech_BI Data Engineer,Excel
Tech_BI Data Engineer,AI
Tech_BI Data Engineer,Git
Senior AI Data Engineer,AI
Senior AI Data Engineer,AI
Senior AI Data Engineer,AI
Senior AI Data Engineer,AI
Senior AI Data Engineer,AI
Data Engineer - Remote - Spain,AI
Data Engineer - Remote - Spain,Data Analysis
Data Integration - Data Engineer,AI
Big Data Engineer (BDM),Git
Data Engineer (Python). Teletrabajo,Python
Data Engineer (Python / GCP),Git
Data Engineer (temporary project),AI
Data Engineer (temporary project),ETL
Data Engineer (temporary project),AI
Data Engineer (temporary project),ETL
"Data Engineer (Madrid, Spain)",AI
"Data Engineer (Madrid, Spain)",Data Analytics
GCP Presales Data Engineer,Git
Data Platform Engineer,AWS
Data Platform Engineer,Git
Data Platform Engineer,AWS
Data Platform Engineer,Git
"Lead Data Engineer (Azure, Fabric)",Machine Learning
"Lead Data Engineer (Azure, Fabric)",AI
Middle Data Engineer (Azure Databricks),SQL
Middle Data Engineer (Azure Databricks),Azure
Middle Data Engineer (Azure Databricks),Databricks
Middle Data Engineer (Azure Databricks),Spark
Middle Data Engineer (Azure Databricks),SQL
Middle Data Engineer (Azure Databricks),Azure
Middle Data Engineer (Azure Databricks),Databricks
Middle Data Engineer (Azure Databricks),Spark
Middle Data Engineer (Azure Databricks),SQL
Middle Data Engineer (Azure Databricks),Azure
Middle Data Engineer (Azure Databricks),Databricks
Middle Data Engineer (Azure Databricks),Spark
Middle Data Engineer (Azure Databricks),SQL
Middle Data Engineer (Azure Databricks),Azure
Middle Data Engineer (Azure Databricks),Databricks
Middle Data Engineer (Azure Databricks),Spark
Middle Data Engineer (Azure Databricks),SQL
Middle Data Engineer (Azure Databricks),Azure
Middle Data Engineer (Azure Databricks),Databricks
Middle Data Engineer (Azure Databricks),Spark
Middle Data Engineer (Azure Databricks),SQL
Middle Data Engineer (Azure Databricks),Azure
Middle Data Engineer (Azure Databricks),Databricks
Middle Data Engineer (Azure Databricks),Spark
DATA ENGINER - SCALA  INGLES - REMOTO,AWS
Azure Data Engineer (International Team),Python
Azure Data Engineer (International Team),Excel
Azure Data Engineer (International Team),Azure
Azure Data Engineer (International Team),Databricks
Azure Data Engineer (International Team),Spark
Azure Data Engineer (International Team),Data Analytics
Junior Data Engineer - Mobile Apps,Google Cloud
Junior Data Engineer - Mobile Apps,Databricks
Junior Data Engineer - Mobile Apps,AI
Junior Data Engineer - Mobile Apps,ETL
Junior Data Engineer - Mobile Apps,Airflow
Junior Data Engineer - Mobile Apps,BigQuery
DATA ENGINEER (Data Science & Big Data Analytics),AI
DATA ENGINEER (Data Science & Big Data Analytics),Git
Data Engineer con DataBricks. Teletrabajo,Python
Data Engineer con DataBricks. Teletrabajo,Databricks
Data Engineer Ingles Remoto - Irium,Azure
Data Engineer Ingles Remoto - Irium,Databricks
Data Engineer Ingles Remoto - Irium,AI
Data Engineer Azure  Power BI,Power BI
Data Engineer Azure  Power BI,Azure
Data Engineer Azure  Power BI,AI
GCP DATA ENGINEER INGLES VALLADOLID,Python
GCP DATA ENGINEER INGLES VALLADOLID,Machine Learning
GCP DATA ENGINEER INGLES VALLADOLID,Pandas
GCP DATA ENGINEER INGLES VALLADOLID,Scikit-Learn
GCP DATA ENGINEER INGLES VALLADOLID,TensorFlow
Data Engineer - Barcelona (All Genders),Git
"Lead Data Engineer (Azure, Fabric)",Machine Learning
"Lead Data Engineer (Azure, Fabric)",AI
Data Engineer (f/m/d),AI
Senior Data Engineer (m/f/*),AI
Principal Data Engineer - Technical Lead,AI
Data Engineer (f/m/d),Databricks
Data Engineer (f/m/d),Git
Data Engineer Azure / Microsoft Fabric,Excel
Data Engineer Azure / Microsoft Fabric,Azure
Data Engineer Senior (Snowflake  DBT),Snowflake
Data Engineer Senior (Snowflake  DBT),AI
Senior Data Engineer (Databricks) - Spain,Databricks
Senior Data Engineer (Databricks) - Spain,AI
Machine Learning Engineer,AI
Machine Learning Engineer,AI
Machine Learning Engineer,LLM
Machine Learning Engineer,Machine Learning
Machine Learning Engineer,Python
Machine Learning Engineer,Machine Learning
Machine Learning Engineer,AI
Machine Learning Engineer,LLM
Machine Learning Engineer,PyTorch
Machine Learning Engineer,AI
Machine Learning Engineer,Git
Machine Learning Engineer,AI
Machine Learning Engineer,Git
Machine Learning Engineer,AI
Machine Learning Engineer,AI
Machine Learning Engineer,AI
AI Machine Learning Engineer,Machine Learning
AI Machine Learning Engineer,AI
Lead Machine Learning Engineer,Machine Learning
Lead Machine Learning Engineer,AI
Cloud Machine Learning Engineer,Machine Learning
Cloud Machine Learning Engineer,AI
Machine Learning Engineer (LLM),AI
Machine Learning Engineer (MLOps),AI
Senior Machine Learning Engineer,Machine Learning
Senior Machine Learning Engineer,AI
AI Machine Learning Engineer,Machine Learning
AI Machine Learning Engineer,AI
Lead Machine Learning Engineer,AI
AI & Machine learning Engineer,Machine Learning
AI & Machine learning Engineer,AI
Senior Machine Learning Engineer,Machine Learning
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior Machine Learning Engineer,AI
Senior Machine Learning Engineer,LLM
Senior AI Machine Learning Engineer,Machine Learning
Senior AI Machine Learning Engineer,AI
AI Engineer / Machine Learning Engineer,AI
Machine Learning Engineer H/M,Excel
Machine Learning Engineer H/M,Machine Learning
AI Lab - Machine Learning Engineer,Machine Learning
AI Lab - Machine Learning Engineer,AI
AI Lab - Machine Learning Engineer,GenAI
Senior Machine Learning Engineer (LLM),AI
Senior Machine Learning Engineer (MLOps),AI
"Senior Machine Learning Engineer, Discover",Machine Learning
"Senior Machine Learning Engineer, Discover",AI
Artificial Intelligence/Machine Learning Engineer,AI
Senior Machine Learning Engineer II,Machine Learning
Senior Machine Learning Engineer II,AI
Artificial Intelligence/Machine Learning Engineer,AI
Senior Artificial Intelligence/Machine Learning Engineer,Machine Learning
Senior Artificial Intelligence/Machine Learning Engineer,AI
Machine Learning Engineer (Mid/Senior) (LLM),AI
Machine Learning Engineer (Senior/Mid) (LLM),AI
Senior Machine Learning Engineer: Ranking (Remote),LLM
Machine Learning Engineer (Product) (Fixed Term Contract),AI
Staff Machine Learning Engineer Computer Vision - Madrid,Machine Learning
Staff Machine Learning Engineer Computer Vision - Madrid,AI
Machine Learning Engineer / AI Engineer (MLOps & Deployment). AQES-B11125.,Machine Learning
Machine Learning Engineer / AI Engineer (MLOps & Deployment). AQES-B11125.,AI
Machine Learning Engineer / AI Engineer (MLOps & Deployment). AQES-B11125.,GenAI
Machine Learning Engineer (9-month contract with bonus incentives),AI
Machine Learning Engineer (Deepfake & Injection Attack Detection / Face Liveness),Machine Learning
Machine Learning Engineer (Deepfake & Injection Attack Detection / Face Liveness),AI
Machine Learning Engineer (Deepfake & Injection Attack Detection / Face Liveness),Git
Machine Learning Senior Engineer,AI
Machine Learning Software Engineer,Machine Learning
Machine Learning Software Engineer,AI
Machine Learning Systems Engineer,AI
Machine Learning Systems Engineer,Git
Machine Learning Senior Engineer (Recommendations),AI
Staff Machine Learning Software Engineer,Machine Learning
Staff Machine Learning Software Engineer,AI
Senior AI & Machine Learning Security Engineer,Machine Learning
Senior AI & Machine Learning Security Engineer,AI
Senior AI & Machine Learning Security Engineer,LLM
"Machine Learning Tools Engineer, Global Siri",Machine Learning
Freelance Machine Learning Research Engineer (Python),AI
Machine Learning/Artificial Intelligence Engineer Senior,Excel
Senior Machine Learning Platform/Ops Engineer,AI
Staff Machine Learning Platform/Ops Engineer,AI
AI/ML Engineer,Machine Learning
AI/ML Engineer,AI
AI/ML Engineer,LLM
Data Engineer & Automation Machine Learning Specialist,AI
SR Cloud Engineer (GCP & AI),Google Cloud
Staff AI Engineer,Machine Learning
Staff AI Engineer,AI
"AI/ML Engineer, Python",Python
"AI/ML Engineer, Python",Machine Learning
"AI/ML Engineer, Python",AI
D&T Expert - Data & AI ML Ops Engineer,Machine Learning
D&T Expert - Data & AI ML Ops Engineer,AI
D&T Expert - Data & AI ML Ops Engineer,GenAI
"Lead Software Engineer (AI, GCP)",Machine Learning
"Lead Software Engineer (AI, GCP)",AI
IT Automation Engineer (AI) - IT Operations (m/f/d),AI
IT Automation Engineer (AI) - IT Operations (m/f/d),Git
GCP Senior AI Engineer,Google Cloud
GCP Senior AI Engineer,Machine Learning
GCP Senior AI Engineer,AI
Senior Software Engineer - AI Fintech foundation (Spain),AI
Data Analyst,AI
Data Analyst,Git
Data Analyst,Git
Data Analyst,Azure
Data Analyst,AI
Data Analyst,SQL
Data Analyst,AI
Data Analyst,AI
Data Analyst,SQL
Data Analyst,Git
Data Analyst,SQL
Data Analyst,Git
Data Analyst,AI
Data Analyst,Git
Data Analyst,AI
Data Analyst,AI
HR Data Analyst,AI
Business Data Analyst,Git
Junior Data Analyst,AI
Senior Data Analyst,AI
JUNIOR DATA ANALYST,AI
Junior Data Analyst,AI
Data Analyst / Consultant,AI
INTERNSHIP DATA ANALYST,Data Analysis
INTERNSHIP DATA ANALYST,Data Analysis
Data Analyst - Freelance,AI
Data Analyst - Freelance,AI
HRIS Data Analyst,Git
HRIS Data Analyst,Git
Data Analyst,Git
Data Analyst,AI
Data Analyst,Excel
Data Analyst,Git
Data Analyst,AI
Data Analyst,AI
Data Analyst,AI
Data Analyst,AI
Data Analyst,Git
Data Analyst,Git
Data Analyst,Git
Data Analyst,AI
Data Analyst,Git
Data Analyst,Git
Data Analyst,AI
Data Analyst,AI
Data Analyst,Git
Data Analyst,AI
Data Analyst,Data Analysis
Data Analyst,AI
Data Analyst,AI
Data Analyst/Controller IT,Git
Developer & Data Analyst Senior,Git
Data Analyst / ETL Developer,ETL
Digital Data Analyst Specialist,AI
Digital Data Analyst Specialist,Git
Digital Data Analyst Specialist,Data Analytics
Digital Data Analyst Specialist,AI
Digital Data Analyst Specialist,Git
Digital Data Analyst Specialist,Data Analytics
Data Analyst Junior,Git
Senior Data Analyst,AI
Senior Data Analyst,Git
Data Analyst Specialist,AI
Data Analyst - retail,AI
Data Analyst - retail,Git
Data Analyst - retail,Qlik
Data Analyst con SQL,SQL
DATA ANALYST IN STAGE,AI
ENERGY DATA ANALYST,AI
Data Analyst- Automotive,Git
RETAIL DATA ANALYST,AI
HR Data Analyst,AI
Senior Data Analyst,Git
Senior Data Analyst,Git
Senior Data Analyst,AI
CVM Data Analyst,Git
Junior Data Analyst,Git
Social Data Analyst,Git
Customer Data Analyst,AI
Financial Data Analyst,AI
Senior Data analyst,AI
Senior Data Analyst,Git
ICQA Data Analyst,AI
Data Analyst (Thai),AI
Data Analyst (Romanian),AI
Data Analyst (Ftc),AI
Antifraud Data Analyst,AI
Junior Data Analyst,Data Analysis
ICQA Data Analyst,AI
Data Analyst (Rif. 2026-165),AI
RETAIL LOGISTICS DATA ANALYST (STAGE),AI
Data Analyst/Data Scientist - Automotive,Git
Junior Data Analyst / Data Scientist,Git
JUNIOR DATA ANALYST / DATA SCIENTIST,Git
Junior Data Analyst / Data Scientist,Excel
Junior Data Analyst / Data Scientist,AI
Data analyst - Legge 68/99,Git
Data Analyst - Area Procurement,AI
Data Analyst - Area Qualità,Git
Data Analyst (No Experience Required),AI
Data Analyst (No Experience Required),Git
Data Analyst (No Experience Required),AI
Data Analyst (No Experience Required),Git
Data Analyst - Supply Chain,Power BI
Data Analyst - Supply Chain,AI
Data Analyst - Supply Chain,Git
Data Analyst e Gestione Provvigioni,AI
HR Business & Data Analyst,AI
Senior Customer Data Analyst,AI
Senior Customer Data Analyst,Git
Data Analyst - Settore Fotovoltaico,Excel
Data Analyst - Settore Fotovoltaico,AI
Junior Revenue & Data Analyst,Excel
Digital PM & Data Analyst,Git
Data Analyst & Reporting Specialist,SQL
Data Analyst & Reporting Specialist,Power BI
Data Analyst & Reporting Specialist,Snowflake
Junior Data Analyst – Automotive,Git
Junior Data Analyst - Automotive,Git
Data Analyst (w/m/d),Git
HR Data Analyst & Reporting,Data Analytics
Financial Data Analyst Trainee,AI
Data Analyst (F/m/d),AI
Data Analyst & Engineer_Bologna,Machine Learning
Data Analyst & Engineer_Bologna,AI
Data Analyst | Reti Peritali,AI
Junior Data Analyst Intern,Git
Marketing Data Analyst Intern,Git
Data Analyst & Ai Application Intern,AI
Data Analyst & Ai Application Intern,AI
Data Analyst - Settore Aerospazio,Git
Data Analyst Senior Associate,Git
Senior Customer Data Analyst,AI
Fraud Data Analyst - Barcelona,AI
Fraud Data Analyst - Luxembourg,AI
Data Analyst - Analytics Engineering,AI
Junior - Data Analyst - Milano,AI
Junior - Data Analyst - Milano,Data Analytics
DATA ANALYST Power BI,AI
Junior Data Analyst | Bologna,Machine Learning
Junior Data Analyst | Bologna,AI
Data Analyst - ERP & Product Data Management,AI
DATA ANALYST_Legge 68/99,AI
Senior Data Analyst – Social Listening & Media Intelligence,Git
Quantitative Data Analyst / Data Scientist (M/F/D),Git
Back Office Amministrativo e Data Analyst,Excel
Data Analyst Azienda Vicenza Ovest,Excel
Data Analyst Powertrain Engineer - Automotive,AI
Data Analyst Powertrain Engineer - Automotive,Git
RETAIL DATA ANALYST_NOLA (NA),AI
Data Analyst - (Power Bi) - Italy,Git
Data Analyst - (Power Bi) - Italy,Git
Senior Data Analyst (m/f/d),AI
Data Analyst & Power BI Developer,Git
Internship - Risk Data Analyst support,AI
Data Analyst (post graduate internship),Power BI
Data Analyst (post graduate internship),AI
Digital Operations Data Analyst Intern,Git
Metrics Data Analyst-Washington DC,AI
Metrics Data Analyst-Washington DC,AI
Data Analyst (Sales Operations) Intern,AI
DATA SALES ANALYST,AI
Data Analyst Team Leader - Data Quality Consultant - Business Data Consultant - Data Analyst for Procurement and Supply Chain Data - Verona,AI
Data Analyst/Data Viz appartenente alle cat. protette della Lg. 68/99 (Milano/Torino),Machine Learning
Data Analyst/Data Viz appartenente alle cat. protette della Lg. 68/99 (Milano/Torino),AI
Data & BI Analyst,AI
Data Analyst - Categorie Protette (L. 68/99),AI
RETAIL DATA ANALYST (SENIOR)_NOLA (NA),AI
Data Analyst - Categoria Protetta L.68/99,Git
Junior Data Analyst & Market Insights Intern,AI
Junior Data Analyst & Market Insights Intern,Data Analytics
Project Manager & Sustainability Data Analyst 80,AI
Procurement Data Analyst (Maternity Leave cover)),AI
Program Change Specialist and Data Analyst,AI
Stage - Data & Layout Analyst,AI
Data Analyst Junior - Meet&match Stem Bologna,AI
Data Analyst - Google - Categoria Protetta L.68/99,Google Cloud
Data Analyst - Google - Categoria Protetta L.68/99,AI
Next Step - Junior Data Analyst Service Excellence,Excel
Next Step - Junior Data Analyst Service Excellence,Git
Associate | Data Analyst FS - Credits Services - Milano,AI
DATA SALES ANALYST,AI
Data Governance Analyst,AI
Intellera - Data & AI Analyst,AI
Intellera - Data & AI Analyst,Git
Jr Data Analyst - Automotive - Categorie Protette legge 68/99,Git
Data Analyst - Power BI (ibrido Torino/ Ibrido Milano/ full remote),Git
Data Analytics Analyst – Fraud,AI
Senior Data Analyst - Protected Category law 68/99(m/f/d),AI
Data Scientist Analyst Ii - 2,Data Analysis
Junior Data Analyst (Retail Analytics) - appartenente alle Categorie Protette (art.1 - L.68/99),Excel
Junior Data Analyst (Retail Analytics) - appartenente alle Categorie Protette (art.1 - L.68/99),AI
Business Intelligence Analyst,AI
Business Intelligence Analyst,AI
Business Intelligence Analyst - Google,AI
Business Intelligence Analyst - Google,AI
E-commerce Business Intelligence Analyst 100% Remote Eu,Git
E-commerce Business Intelligence Analyst 100% Remote Eu,Git
JUNIOR BUSINESS ANALYST / BUSINESS INTELLIGENCE (BI) ANALYST,AI
Data Engineer,Git
Professionisti Ambito IT - Categorie Protette (L.68/99),AI
IT Analyst - ambito Finance,AI
Data Scientist AI,AI
Data Scientist AI,LLM
Data Scientist,AI
Data Scientist,AI
Data Scientist,Git
Data Scientist,AI
Data Scientist,ETL
Data Scientist,Git
Data Scientist (freelance),Git
Senior Data Scientist,AI
Senior Data Scientist,Git
Internship Data Scientist,AI
Internship Data Scientist,GenAI
Senior Data Scientist,AI
Data Scientist,Machine Learning
Data Scientist,AI
Data Scientist - Torino,Git
Data Scientist,Git
Data Scientist - Torino,Git
Data Scientist,AI
Data Scientist,AI
Data Scientist,Machine Learning
Data Scientist,AI
Data Scientist,Git
Data Scientist,AI
Data Scientist,Git
Data Scientist,AI
Data Scientist,Python
Data Scientist,SQL
Data Scientist,Machine Learning
Data Scientist,Deep Learning
DATA SCIENTIST,Tableau
DATA SCIENTIST,AI
Data Scientist,Machine Learning
Data Scientist,AI
Data Scientist,Data Analytics
Data Scientist,Machine Learning
Data Scientist,Deep Learning
Data Scientist,AI
Data Scientist,AI
Data Scientist,AI
Data Scientist,Tableau
Data Scientist,AI
Data Scientist,Machine Learning
Data Scientist,Deep Learning
Data Scientist,AI
Senior Data Scientist,AI
Senior Data Scientist,Git
Data Scientist - Milano,Git
Data Scientist - Roma,Git
Martech Data Scientist,Git
Data Scientist - Roma,Git
Data Scientist - Milano,Git
Data Scientist - Roma,Git
Junior AI Data Scientist,Machine Learning
Junior AI Data Scientist,AI
Junior AI Data Scientist,GenAI
Junior AI Data Scientist,LLM
Junior AI Data Scientist,Git
Senior Data Scientist,SQL
Senior Data Scientist,AI
Senior Data Scientist,BigQuery
ELI - Data Scientist,Machine Learning
ELI - Data Scientist,Deep Learning
